job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,hiring_urgency,job_openings,kkni_level_mapped,kkni_label,skill_list,skill_count,edu_level
2002,AI Engineer,MNC,Healthcare,Canada,Remote,Entry,14,PhD,0,1,0,1,1,132621,High,7,5,Teknisi/Analis Muda,"['sql', 'deep learning', 'cloud']",3,S3
2003,Business Analyst,Startup,E-commerce,Canada,Remote,Senior,11,PhD,0,1,0,1,0,113768,Medium,5,7,Ahli Pertama / Perdana,"['sql', 'deep learning']",2,S3
2004,AI Engineer,Medium,Healthcare,UK,Remote,Mid,10,PhD,0,1,0,1,1,137444,Medium,2,6,Teknisi/Analis Madya,"['sql', 'deep learning', 'cloud']",3,S3
2005,Data Scientist,MNC,Technology,USA,Hybrid,Entry,10,Master,1,0,1,1,1,114991,High,4,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning', 'cloud']",4,S2
2006,Business Analyst,MNC,Healthcare,Germany,Remote,Senior,11,Master,0,1,0,1,0,138751,Medium,4,7,Ahli Pertama / Perdana,"['sql', 'deep learning']",2,S2
2007,Data Scientist,MNC,Retail,USA,Hybrid,Senior,2,PhD,0,1,0,0,0,121932,Low,5,7,Ahli Pertama / Perdana,['sql'],1,S3
2008,Data Scientist,Medium,Healthcare,Germany,Onsite,Entry,3,Bachelor,1,1,1,0,1,77582,High,9,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'cloud']",4,S1
2009,AI Engineer,Enterprise,Technology,USA,Onsite,Senior,1,Bachelor,0,1,0,1,1,166712,High,7,7,Ahli Pertama / Perdana,"['sql', 'deep learning', 'cloud']",3,S1
2010,AI Engineer,Medium,Technology,India,Remote,Mid,3,Master,0,0,0,0,0,112789,Low,3,6,Teknisi/Analis Madya,[],0,S2
2011,Data Scientist,Enterprise,E-commerce,Germany,Hybrid,Senior,7,Bachelor,1,0,0,0,1,113370,Low,4,7,Ahli Pertama / Perdana,"['python', 'cloud']",2,S1
2012,Data Engineer,Medium,Education,USA,Onsite,Mid,3,Bachelor,0,1,0,0,1,84363,Low,6,6,Teknisi/Analis Madya,"['sql', 'cloud']",2,S1
2013,Data Scientist,Startup,Education,Singapore,Hybrid,Mid,12,PhD,0,1,1,0,1,96630,High,9,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'cloud']",3,S3
2014,Machine Learning Engineer,Medium,Finance,Australia,Hybrid,Senior,10,PhD,1,0,0,0,0,136055,High,7,7,Ahli Pertama / Perdana,['python'],1,S3
2015,Business Analyst,Medium,Retail,Germany,Hybrid,Entry,3,Master,1,1,1,0,1,71363,High,7,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'cloud']",4,S2
2016,Data Scientist,Enterprise,Technology,Australia,Remote,Entry,13,Bachelor,1,0,1,0,1,74150,Medium,1,5,Teknisi/Analis Muda,"['python', 'machine learning', 'cloud']",3,S1
2017,Business Analyst,Enterprise,E-commerce,Australia,Onsite,Mid,13,PhD,1,1,1,1,1,114612,High,8,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S3
2018,Data Scientist,Medium,Finance,Germany,Hybrid,Entry,7,PhD,1,1,1,0,0,60892,High,9,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning']",3,S3
2019,AI Engineer,Enterprise,Technology,Canada,Hybrid,Senior,0,PhD,1,1,1,1,1,179151,High,7,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S3
2020,AI Engineer,Enterprise,Retail,USA,Onsite,Entry,13,Master,1,1,1,1,1,131044,High,3,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S2
2021,Business Analyst,Startup,E-commerce,USA,Remote,Senior,14,Bachelor,0,0,1,1,1,136715,High,6,7,Ahli Pertama / Perdana,"['machine learning', 'deep learning', 'cloud']",3,S1
2022,Machine Learning Engineer,Startup,Finance,India,Hybrid,Mid,5,Bachelor,1,1,1,0,1,144302,Low,5,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'cloud']",4,S1
2023,AI Engineer,Enterprise,E-commerce,Singapore,Onsite,Mid,6,Master,1,1,1,1,0,146463,High,5,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning']",4,S2
2024,Business Analyst,MNC,E-commerce,Canada,Onsite,Mid,1,Bachelor,1,1,1,0,1,123720,Low,6,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'cloud']",4,S1
2025,Data Scientist,Startup,Education,Germany,Hybrid,Entry,2,Bachelor,0,1,0,1,0,67530,Low,6,5,Teknisi/Analis Muda,"['sql', 'deep learning']",2,S1
2026,Business Analyst,Medium,Technology,Canada,Onsite,Senior,14,Bachelor,1,1,1,0,0,114848,High,7,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning']",3,S1
2027,Machine Learning Engineer,Enterprise,Finance,Singapore,Onsite,Mid,7,Master,0,1,0,0,0,114789,High,9,6,Teknisi/Analis Madya,['sql'],1,S2
2028,Data Scientist,Enterprise,Education,Singapore,Onsite,Senior,12,Master,1,1,1,0,1,129900,Medium,4,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'cloud']",4,S2
2029,Machine Learning Engineer,Startup,E-commerce,Germany,Hybrid,Entry,5,Bachelor,1,1,0,0,1,96604,High,9,5,Teknisi/Analis Muda,"['python', 'sql', 'cloud']",3,S1
2030,Business Analyst,MNC,Technology,Australia,Hybrid,Entry,12,Bachelor,0,0,0,0,1,76382,Medium,5,5,Teknisi/Analis Muda,['cloud'],1,S1
2031,Data Scientist,Medium,Retail,UK,Remote,Entry,11,PhD,1,0,0,0,0,50745,Medium,2,5,Teknisi/Analis Muda,['python'],1,S3
2032,Data Engineer,MNC,Retail,UK,Remote,Senior,10,PhD,1,0,0,1,1,141997,Medium,4,7,Ahli Pertama / Perdana,"['python', 'deep learning', 'cloud']",3,S3
2033,Machine Learning Engineer,Enterprise,Healthcare,Germany,Remote,Entry,11,PhD,1,0,1,1,0,123813,High,5,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning']",3,S3
2034,Machine Learning Engineer,Startup,Finance,Germany,Remote,Entry,4,PhD,1,1,1,0,0,103505,Low,6,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning']",3,S3
2035,Data Analyst,MNC,Healthcare,UK,Remote,Mid,10,Master,1,1,0,0,0,90610,Medium,6,6,Teknisi/Analis Madya,"['python', 'sql']",2,S2
2036,Data Analyst,Medium,Technology,Singapore,Remote,Senior,1,PhD,1,1,1,0,1,125817,Low,3,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'cloud']",4,S3
2037,Data Analyst,Startup,Finance,India,Hybrid,Senior,8,Bachelor,1,1,0,0,0,102988,High,9,7,Ahli Pertama / Perdana,"['python', 'sql']",2,S1
2038,Business Analyst,MNC,Finance,UK,Onsite,Mid,7,Master,0,1,0,1,0,113574,High,7,6,Teknisi/Analis Madya,"['sql', 'deep learning']",2,S2
2039,Data Scientist,Enterprise,E-commerce,Canada,Hybrid,Mid,8,Master,1,1,1,0,0,94121,High,8,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning']",3,S2
2040,Business Analyst,Medium,Technology,Australia,Hybrid,Entry,3,Master,0,1,0,1,0,67137,High,9,5,Teknisi/Analis Muda,"['sql', 'deep learning']",2,S2
2041,Data Analyst,Startup,Healthcare,Canada,Onsite,Senior,8,Bachelor,0,1,0,1,0,111358,High,7,7,Ahli Pertama / Perdana,"['sql', 'deep learning']",2,S1
2042,Data Analyst,Enterprise,Technology,UK,Onsite,Mid,10,Bachelor,0,1,0,1,0,89072,Medium,3,6,Teknisi/Analis Madya,"['sql', 'deep learning']",2,S1
2043,Data Scientist,Enterprise,Finance,Germany,Onsite,Senior,13,Master,1,1,0,1,0,114749,Medium,2,7,Ahli Pertama / Perdana,"['python', 'sql', 'deep learning']",3,S2
2044,Data Analyst,Medium,Retail,Germany,Onsite,Mid,14,Master,1,1,1,1,1,114264,High,5,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S2
2045,Data Scientist,Startup,Education,Australia,Remote,Entry,9,Bachelor,1,1,0,1,0,62475,High,7,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning']",3,S1
2046,Machine Learning Engineer,Medium,E-commerce,UK,Hybrid,Mid,1,PhD,0,1,0,0,1,128134,High,9,6,Teknisi/Analis Madya,"['sql', 'cloud']",2,S3
2047,Machine Learning Engineer,Enterprise,E-commerce,UK,Hybrid,Mid,11,Bachelor,1,1,1,1,1,152424,High,6,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S1
2048,Machine Learning Engineer,Enterprise,Finance,UK,Remote,Mid,12,Bachelor,1,1,1,1,1,150121,High,2,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S1
2049,Data Scientist,Enterprise,Retail,Germany,Remote,Senior,12,PhD,1,1,1,0,1,129676,High,8,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'cloud']",4,S3
2050,AI Engineer,Startup,E-commerce,Canada,Hybrid,Mid,10,Master,0,0,0,1,0,131989,Medium,5,6,Teknisi/Analis Madya,['deep learning'],1,S2
2051,Business Analyst,MNC,Healthcare,USA,Onsite,Senior,13,Bachelor,0,0,0,0,0,124851,High,9,7,Ahli Pertama / Perdana,[],0,S1
2052,Data Engineer,Enterprise,Finance,UK,Onsite,Entry,13,Master,1,1,0,1,1,79660,Medium,4,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning', 'cloud']",4,S2
2053,Business Analyst,MNC,Finance,Australia,Onsite,Mid,1,PhD,1,0,0,1,1,123493,High,8,6,Teknisi/Analis Madya,"['python', 'deep learning', 'cloud']",3,S3
2054,Data Engineer,Startup,Education,Germany,Onsite,Mid,4,Master,1,0,1,1,0,105623,High,7,6,Teknisi/Analis Madya,"['python', 'machine learning', 'deep learning']",3,S2
2055,Data Scientist,Enterprise,E-commerce,Canada,Onsite,Mid,12,Bachelor,1,0,0,0,1,80017,High,9,6,Teknisi/Analis Madya,"['python', 'cloud']",2,S1
2056,Data Analyst,Startup,Education,Singapore,Hybrid,Entry,3,Bachelor,1,1,1,0,1,79897,High,7,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'cloud']",4,S1
2057,AI Engineer,Medium,E-commerce,Canada,Remote,Senior,4,PhD,0,1,1,0,0,156260,Low,3,7,Ahli Pertama / Perdana,"['sql', 'machine learning']",2,S3
2058,AI Engineer,Enterprise,Education,India,Remote,Mid,3,Master,1,1,0,1,1,139648,High,9,6,Teknisi/Analis Madya,"['python', 'sql', 'deep learning', 'cloud']",4,S2
2059,AI Engineer,Enterprise,Education,USA,Onsite,Mid,4,PhD,1,0,0,0,1,125414,Low,4,6,Teknisi/Analis Madya,"['python', 'cloud']",2,S3
2060,Data Engineer,Enterprise,Technology,Australia,Onsite,Entry,12,Bachelor,1,0,0,1,0,68213,High,9,5,Teknisi/Analis Muda,"['python', 'deep learning']",2,S1
2061,Business Analyst,Medium,Education,Canada,Remote,Senior,8,PhD,0,1,1,0,1,125021,High,9,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'cloud']",3,S3
2062,Data Engineer,Startup,Healthcare,USA,Onsite,Entry,4,Bachelor,0,0,0,1,1,75599,High,7,5,Teknisi/Analis Muda,"['deep learning', 'cloud']",2,S1
2063,Data Analyst,MNC,Finance,USA,Hybrid,Mid,3,Bachelor,1,0,0,0,0,93528,Low,4,6,Teknisi/Analis Madya,['python'],1,S1
2064,Data Engineer,Startup,E-commerce,USA,Remote,Senior,9,Master,0,1,1,0,0,114174,High,9,7,Ahli Pertama / Perdana,"['sql', 'machine learning']",2,S2
2065,Data Analyst,Medium,Healthcare,Australia,Onsite,Senior,6,PhD,0,1,1,1,1,136356,High,7,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S3
2066,Data Scientist,Startup,Education,Australia,Onsite,Mid,1,Bachelor,0,1,0,1,0,92282,Low,2,6,Teknisi/Analis Madya,"['sql', 'deep learning']",2,S1
2067,Data Engineer,Startup,Technology,Canada,Hybrid,Senior,0,PhD,0,0,0,1,0,113254,High,7,7,Ahli Pertama / Perdana,['deep learning'],1,S3
2068,Data Engineer,Startup,E-commerce,Canada,Hybrid,Entry,10,Bachelor,1,1,1,1,1,85359,High,9,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S1
2069,Machine Learning Engineer,Enterprise,Education,Canada,Onsite,Mid,9,Master,1,0,1,1,0,140878,High,1,6,Teknisi/Analis Madya,"['python', 'machine learning', 'deep learning']",3,S2
2070,Data Engineer,Startup,Technology,India,Remote,Entry,13,PhD,1,1,1,0,0,61757,Medium,2,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning']",3,S3
2071,Data Analyst,Startup,Education,India,Remote,Entry,8,PhD,0,1,1,0,0,62768,Medium,1,5,Teknisi/Analis Muda,"['sql', 'machine learning']",2,S3
2072,Machine Learning Engineer,Startup,Technology,USA,Hybrid,Senior,5,PhD,0,0,0,1,0,153752,Low,4,7,Ahli Pertama / Perdana,['deep learning'],1,S3
2073,Business Analyst,Enterprise,Finance,UK,Onsite,Entry,4,Bachelor,1,0,1,0,1,71233,High,8,5,Teknisi/Analis Muda,"['python', 'machine learning', 'cloud']",3,S1
2074,AI Engineer,Enterprise,Healthcare,India,Onsite,Mid,0,PhD,0,1,0,1,1,144879,Low,5,6,Teknisi/Analis Madya,"['sql', 'deep learning', 'cloud']",3,S3
2075,Business Analyst,Startup,Healthcare,Canada,Onsite,Senior,0,PhD,0,1,1,0,1,123774,High,9,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'cloud']",3,S3
2076,Data Scientist,Enterprise,Education,India,Onsite,Entry,0,PhD,0,1,1,0,1,72287,Low,2,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'cloud']",3,S3
2077,AI Engineer,MNC,E-commerce,Singapore,Remote,Senior,0,PhD,1,1,1,0,0,175237,High,8,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning']",3,S3
2078,Data Scientist,Enterprise,E-commerce,Singapore,Hybrid,Entry,14,Master,1,1,1,0,0,64902,Medium,3,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning']",3,S2
2079,Business Analyst,MNC,Finance,USA,Hybrid,Entry,1,Master,1,1,0,1,0,80260,Low,2,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning']",3,S2
2080,AI Engineer,Enterprise,Technology,Germany,Remote,Mid,0,Master,1,1,1,1,0,142533,High,8,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning']",4,S2
2081,Machine Learning Engineer,Enterprise,Healthcare,UK,Onsite,Mid,4,Bachelor,1,1,1,1,1,154161,High,2,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S1
2082,Business Analyst,Startup,Finance,India,Remote,Entry,12,Bachelor,0,1,0,0,1,60051,Medium,2,5,Teknisi/Analis Muda,"['sql', 'cloud']",2,S1
2083,Data Analyst,Startup,Education,India,Remote,Entry,13,Bachelor,0,0,0,0,0,49002,High,8,5,Teknisi/Analis Muda,[],0,S1
2084,Data Analyst,Medium,Finance,Germany,Remote,Mid,2,Bachelor,1,1,1,1,1,114121,High,6,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S1
2085,Business Analyst,Startup,Education,Canada,Hybrid,Entry,13,PhD,1,0,0,0,1,61355,Medium,6,5,Teknisi/Analis Muda,"['python', 'cloud']",2,S3
2086,AI Engineer,Medium,Education,India,Onsite,Entry,6,PhD,1,0,1,1,0,117773,High,9,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning']",3,S3
2087,Machine Learning Engineer,Startup,Finance,Germany,Hybrid,Mid,0,Bachelor,0,1,1,0,0,132203,Low,4,6,Teknisi/Analis Madya,"['sql', 'machine learning']",2,S1
2088,Business Analyst,MNC,Education,Australia,Hybrid,Entry,8,Bachelor,1,1,0,0,0,69716,Medium,4,5,Teknisi/Analis Muda,"['python', 'sql']",2,S1
2089,Data Scientist,Medium,Technology,Germany,Remote,Senior,9,PhD,0,1,1,0,1,127564,Medium,1,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'cloud']",3,S3
2090,Data Analyst,Medium,E-commerce,Germany,Remote,Entry,7,Bachelor,0,0,1,1,0,78496,High,9,5,Teknisi/Analis Muda,"['machine learning', 'deep learning']",2,S1
2091,Business Analyst,Enterprise,Retail,Germany,Remote,Senior,8,Bachelor,1,0,0,1,0,119752,High,8,7,Ahli Pertama / Perdana,"['python', 'deep learning']",2,S1
2092,Business Analyst,Startup,E-commerce,Germany,Remote,Mid,13,Master,0,0,0,1,0,92872,Medium,6,6,Teknisi/Analis Madya,['deep learning'],1,S2
2093,Business Analyst,Enterprise,Technology,Australia,Remote,Mid,14,Master,0,1,1,0,0,87560,Medium,6,6,Teknisi/Analis Madya,"['sql', 'machine learning']",2,S2
2094,AI Engineer,Medium,Education,India,Onsite,Senior,8,Bachelor,1,0,0,0,0,142597,Medium,6,7,Ahli Pertama / Perdana,['python'],1,S1
2095,Business Analyst,Startup,Retail,India,Remote,Entry,4,Bachelor,1,0,1,1,1,85875,High,1,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning', 'cloud']",4,S1
2096,AI Engineer,Medium,Finance,Australia,Remote,Senior,11,Bachelor,1,0,0,0,0,136128,Medium,5,7,Ahli Pertama / Perdana,['python'],1,S1
2097,AI Engineer,Startup,Education,USA,Onsite,Entry,3,Master,1,0,0,0,1,102261,High,9,5,Teknisi/Analis Muda,"['python', 'cloud']",2,S2
2098,Data Analyst,Medium,Education,Singapore,Hybrid,Entry,3,PhD,0,1,0,1,0,62260,Low,4,5,Teknisi/Analis Muda,"['sql', 'deep learning']",2,S3
2099,Machine Learning Engineer,Medium,E-commerce,USA,Onsite,Senior,14,Bachelor,0,1,1,1,0,168966,High,9,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning']",3,S1
2100,Machine Learning Engineer,MNC,Retail,Singapore,Remote,Senior,11,Master,1,1,0,0,1,171867,Medium,5,7,Ahli Pertama / Perdana,"['python', 'sql', 'cloud']",3,S2
2101,AI Engineer,Medium,Healthcare,Germany,Hybrid,Entry,13,Master,1,0,1,1,0,120727,High,7,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning']",3,S2
2102,Data Scientist,MNC,Finance,Germany,Remote,Mid,5,PhD,1,1,0,1,0,109475,High,7,6,Teknisi/Analis Madya,"['python', 'sql', 'deep learning']",3,S3
2103,AI Engineer,Enterprise,Technology,UK,Remote,Mid,12,Bachelor,1,1,1,0,0,130604,High,8,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning']",3,S1
2104,AI Engineer,Medium,E-commerce,Germany,Hybrid,Entry,3,PhD,1,1,1,0,1,115171,Low,3,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'cloud']",4,S3
2105,Business Analyst,Startup,Retail,Germany,Hybrid,Mid,12,Bachelor,0,1,1,1,1,113532,High,5,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S1
2106,Data Analyst,Medium,E-commerce,Germany,Hybrid,Entry,12,PhD,0,1,0,1,0,63726,Medium,1,5,Teknisi/Analis Muda,"['sql', 'deep learning']",2,S3
2107,Data Scientist,Medium,Retail,Germany,Onsite,Senior,10,PhD,0,1,1,0,0,111058,Medium,3,7,Ahli Pertama / Perdana,"['sql', 'machine learning']",2,S3
2108,Data Scientist,MNC,Technology,Singapore,Remote,Entry,11,Master,1,1,0,0,0,72011,High,9,5,Teknisi/Analis Muda,"['python', 'sql']",2,S2
2109,Machine Learning Engineer,Enterprise,Retail,India,Onsite,Mid,10,Bachelor,1,0,0,0,0,117710,Medium,5,6,Teknisi/Analis Madya,['python'],1,S1
2110,Data Scientist,Enterprise,Finance,Germany,Hybrid,Entry,3,Bachelor,0,0,1,1,0,77079,High,7,5,Teknisi/Analis Muda,"['machine learning', 'deep learning']",2,S1
2111,Data Analyst,Enterprise,Healthcare,India,Hybrid,Senior,6,PhD,0,1,0,0,0,100290,Low,3,7,Ahli Pertama / Perdana,['sql'],1,S3
2112,Business Analyst,Startup,E-commerce,UK,Remote,Mid,14,Bachelor,1,0,1,1,0,102707,High,4,6,Teknisi/Analis Madya,"['python', 'machine learning', 'deep learning']",3,S1
2113,Data Engineer,MNC,Finance,USA,Remote,Senior,0,Master,1,1,1,1,0,151485,High,2,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning']",4,S2
2114,Business Analyst,Startup,Education,India,Hybrid,Senior,6,Master,0,0,0,0,1,111419,Low,6,7,Ahli Pertama / Perdana,['cloud'],1,S2
2115,Machine Learning Engineer,Startup,Finance,UK,Onsite,Entry,2,Master,1,1,0,1,1,110500,High,9,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning', 'cloud']",4,S2
2116,AI Engineer,Enterprise,Education,Singapore,Onsite,Mid,10,Bachelor,0,1,0,0,0,116608,High,8,6,Teknisi/Analis Madya,['sql'],1,S1
2117,Machine Learning Engineer,MNC,Retail,Singapore,Onsite,Senior,11,Master,1,1,1,0,1,188734,Medium,6,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'cloud']",4,S2
2118,Data Scientist,MNC,Retail,India,Remote,Senior,2,PhD,1,1,1,0,0,137798,Low,4,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning']",3,S3
2119,Business Analyst,MNC,Finance,Canada,Hybrid,Mid,0,Master,0,0,0,1,0,114350,High,9,6,Teknisi/Analis Madya,['deep learning'],1,S2
2120,Data Engineer,Enterprise,Retail,Australia,Hybrid,Entry,5,PhD,1,0,0,0,1,56284,Low,4,5,Teknisi/Analis Muda,"['python', 'cloud']",2,S3
2121,Data Scientist,Medium,Finance,Australia,Hybrid,Senior,14,Bachelor,0,0,0,1,1,128828,Medium,2,7,Ahli Pertama / Perdana,"['deep learning', 'cloud']",2,S1
2122,Machine Learning Engineer,Startup,Finance,Germany,Hybrid,Senior,0,Master,0,1,1,1,0,166497,High,7,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning']",3,S2
2123,AI Engineer,Medium,Finance,Canada,Remote,Mid,11,Master,0,0,0,1,1,142834,Medium,5,6,Teknisi/Analis Madya,"['deep learning', 'cloud']",2,S2
2124,Business Analyst,MNC,Retail,Australia,Onsite,Entry,13,Master,0,1,0,0,1,78918,Medium,3,5,Teknisi/Analis Muda,"['sql', 'cloud']",2,S2
2125,Data Scientist,Medium,Technology,Singapore,Onsite,Mid,13,Bachelor,1,0,0,0,0,75982,Medium,1,6,Teknisi/Analis Madya,['python'],1,S1
2126,Business Analyst,MNC,Healthcare,USA,Hybrid,Entry,14,Master,1,0,1,0,1,98636,Medium,3,5,Teknisi/Analis Muda,"['python', 'machine learning', 'cloud']",3,S2
2127,AI Engineer,MNC,Education,Canada,Onsite,Senior,10,PhD,0,1,0,1,0,172999,Medium,3,7,Ahli Pertama / Perdana,"['sql', 'deep learning']",2,S3
2128,Business Analyst,Startup,Healthcare,Canada,Hybrid,Senior,0,Master,1,1,1,1,0,133880,High,6,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning']",4,S2
2129,Data Engineer,Startup,Finance,Canada,Onsite,Entry,10,Master,0,1,0,1,0,61527,Medium,4,5,Teknisi/Analis Muda,"['sql', 'deep learning']",2,S2
2130,Machine Learning Engineer,Medium,Education,USA,Hybrid,Senior,2,Master,1,1,0,1,1,166626,High,7,7,Ahli Pertama / Perdana,"['python', 'sql', 'deep learning', 'cloud']",4,S2
2131,Machine Learning Engineer,Enterprise,Retail,Singapore,Onsite,Entry,14,PhD,0,1,1,0,1,111827,Medium,2,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'cloud']",3,S3
2132,Business Analyst,Startup,Finance,USA,Remote,Senior,11,Master,0,0,0,0,1,113157,Medium,3,7,Ahli Pertama / Perdana,['cloud'],1,S2
2133,Data Scientist,MNC,E-commerce,Germany,Hybrid,Entry,10,Master,0,0,1,0,0,85767,Medium,5,5,Teknisi/Analis Muda,['machine learning'],1,S2
2134,Data Analyst,Startup,Healthcare,USA,Remote,Senior,11,Master,1,1,1,0,0,119696,Medium,1,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning']",3,S2
2135,Machine Learning Engineer,Enterprise,Education,USA,Remote,Senior,4,Master,0,1,0,1,1,169215,Low,2,7,Ahli Pertama / Perdana,"['sql', 'deep learning', 'cloud']",3,S2
2136,Data Analyst,Enterprise,Healthcare,India,Remote,Entry,2,Bachelor,0,1,1,0,0,67099,High,9,5,Teknisi/Analis Muda,"['sql', 'machine learning']",2,S1
2137,Machine Learning Engineer,Medium,Finance,Australia,Remote,Senior,12,PhD,1,1,1,0,0,159220,Medium,4,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning']",3,S3
2138,Data Engineer,MNC,Finance,USA,Remote,Entry,1,PhD,0,1,0,0,1,79575,Low,1,5,Teknisi/Analis Muda,"['sql', 'cloud']",2,S3
2139,Data Scientist,Enterprise,Education,UK,Remote,Mid,3,Master,0,1,1,0,0,93630,High,8,6,Teknisi/Analis Madya,"['sql', 'machine learning']",2,S2
2140,Business Analyst,Enterprise,E-commerce,Singapore,Remote,Entry,3,Bachelor,0,1,0,1,1,75905,High,7,5,Teknisi/Analis Muda,"['sql', 'deep learning', 'cloud']",3,S1
2141,Data Engineer,Startup,Education,Canada,Hybrid,Entry,13,PhD,0,0,1,0,0,61716,Medium,1,5,Teknisi/Analis Muda,['machine learning'],1,S3
2142,Business Analyst,MNC,E-commerce,Canada,Onsite,Mid,6,Bachelor,1,0,1,0,0,109876,Low,6,6,Teknisi/Analis Madya,"['python', 'machine learning']",2,S1
2143,Machine Learning Engineer,Startup,Finance,USA,Remote,Senior,12,Master,0,0,0,1,1,161192,High,9,7,Ahli Pertama / Perdana,"['deep learning', 'cloud']",2,S2
2144,AI Engineer,MNC,Technology,Canada,Hybrid,Entry,5,PhD,0,0,1,1,1,147850,High,5,5,Teknisi/Analis Muda,"['machine learning', 'deep learning', 'cloud']",3,S3
2145,AI Engineer,Medium,Healthcare,Canada,Hybrid,Senior,0,Master,0,0,1,1,0,167187,High,3,7,Ahli Pertama / Perdana,"['machine learning', 'deep learning']",2,S2
2146,Machine Learning Engineer,Startup,E-commerce,Australia,Onsite,Mid,14,PhD,1,1,1,1,0,144505,High,7,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning']",4,S3
2147,Business Analyst,Startup,E-commerce,Germany,Remote,Entry,6,Bachelor,0,0,1,1,0,84190,High,6,5,Teknisi/Analis Muda,"['machine learning', 'deep learning']",2,S1
2148,Data Engineer,Enterprise,Finance,Germany,Onsite,Mid,3,Bachelor,1,0,0,0,1,84812,High,7,6,Teknisi/Analis Madya,"['python', 'cloud']",2,S1
2149,Data Engineer,Enterprise,Finance,Singapore,Remote,Entry,0,Master,0,1,0,1,1,76522,Low,4,5,Teknisi/Analis Muda,"['sql', 'deep learning', 'cloud']",3,S2
2150,Business Analyst,Medium,E-commerce,Australia,Hybrid,Senior,14,Bachelor,1,1,0,0,1,109629,Medium,3,7,Ahli Pertama / Perdana,"['python', 'sql', 'cloud']",3,S1
